"ID","Anger","Disgust","Fear","Sadness","Happiness","Love","Surprise","Neutral","Other"
"2476771815","0.055780729719169704","0.06900651212955995","0.022361473259846904","0.05308746048450643","0.18388837796842863","0.03606236359332613","0.23642821821970503","0.255562569884253","0.08782229474120422"
"2477423915","0.06868233316488095","0.06212316050790038","0.04537766401726324","0.10790707962834963","0.11191764514351057","0.028155820987721302","0.31242608668387506","0.19626984948773382","0.06714036037876506"
"2477874839","0.06782332458065225","0.06135480348830672","0.049943726702899004","0.05612281560061262","0.2230241158716426","0.03418411962720941","0.2867861327042972","0.16220145549430942","0.058559505930070796"
"2479952538","0.07174208567385766","0.051328816641653445","0.13627571484450648","0.16765491245123657","0.16467495452959036","0.022958163930642764","0.1349711609363289","0.1833977817257932","0.06699640926639062"
"2479952573","0.0898734483646295","0.08108283515212346","0.035602892891305506","0.12915060018237473","0.14417631529555935","0.024743812215096028","0.24677925166985468","0.18034149934153898","0.06824934488751781"
"2480559026","0.10453354404788796","0.07015625594461856","0.06182833575835415","0.10792613388442189","0.12524417586423686","0.029585669084791676","0.3066583277509576","0.12249263952107008","0.07157491814366129"
"2480560078","0.10654904416997742","0.07902541130612491","0.07083515837291923","0.11020459279863075","0.11003366786413031","0.03043914378029537","0.2551219945284808","0.13777698993667856","0.10001399724276266"
"2480579993","0.12118985126272375","0.08700816448937516","0.0723503931126774","0.1224079936097448","0.08450354722097765","0.0341283671675196","0.25372235522284964","0.1354649390243872","0.0892243888897448"
"2480586239","0.0879203100665004","0.061517487137138185","0.08099294783899763","0.16852490866216524","0.17718644219243898","0.020055706756291727","0.15120019793782616","0.1934029909298727","0.059199008478768966"
"2480597722","0.06751539964996182","0.04690183980422873","0.03038939386816764","0.07414845722606021","0.1939961847016181","0.043831809798932704","0.23587588940965273","0.23371609641976757","0.07362492912161044"
"2480597724","0.08770371650646397","0.07657464709135363","0.13137409121906848","0.10688778269788693","0.12719314471142243","0.02504651725725534","0.19027268756261237","0.18672727580090973","0.06822013715302712"
"2480597727","0.07062651948025173","0.061995527576284015","0.08686038743693043","0.10313932640938066","0.22140658189409712","0.02159376540523365","0.19249906588158752","0.17865209943931207","0.06322672647692283"
"2480597765","0.0662063030839663","0.05436137256122077","0.07306526623677227","0.05205638108178191","0.22727560861854582","0.02216453635329014","0.2866162710053772","0.16495607671590934","0.05329818434313631"
"2480597772","0.10551093924565416","0.07461236554128645","0.060294240095234444","0.11302231352133749","0.15448976175483367","0.030968669656673893","0.26892162877732817","0.12994569554092686","0.0622343858667249"
"2480617081","0.10603902592656698","0.07569801729970266","0.05929175779817118","0.12652255772776466","0.14390089200232892","0.03955504322494074","0.23673854151181306","0.13688891305716694","0.07536525145154484"
"2480645736","0.15919380534847724","0.13304293162423456","0.06657171131441998","0.0815958597462074","0.11477479191738427","0.02740234341566394","0.23193606397304103","0.11860264177763052","0.06687985088294103"
"2480968145","0.12131142560719588","0.08759902070562295","0.06985640581319694","0.09699128365050404","0.11797379057242523","0.027614066140830534","0.26992197175701194","0.12913009089398275","0.07960194485922978"
"2480975944","0.08096280204072379","0.07905067040858638","0.07809204193960011","0.08966478294497666","0.13257953134405243","0.041796020744938725","0.26916512232932044","0.17663106868688175","0.05205795956091973"
"2480975955","0.047700316914539104","0.0438904306453385","0.0545140931819568","0.10394107872804187","0.27595570665265334","0.025049780742889705","0.17618968616199598","0.21166132164742157","0.06109758532516307"
"2480975987","0.11708932870367221","0.09633641007178022","0.09364794961848795","0.0721498455840912","0.14501135486816502","0.022634026134786225","0.2205944351359296","0.15027484629820137","0.08226180358488622"
"2480977329","0.10599831498054169","0.08449434114496995","0.07424064609506975","0.07383503992154129","0.14263972199002625","0.06059063537813207","0.23990886730145564","0.12949776047446737","0.08879467271379601"
"2481041551","0.08041826876189453","0.056645477242039256","0.0680232185402284","0.15204934040478157","0.1250641782368201","0.028829000945067428","0.18889702227079957","0.2176636510052641","0.08240984259310502"
"2481041565","0.09689368603987732","0.07761290984382208","0.05572358597410688","0.08023413853418523","0.15340569623077607","0.029769607628731338","0.2499669445868409","0.18851935996196867","0.06787407119969151"
"2481042341","0.11432755485902367","0.0732439004312597","0.045972993910986026","0.04835217436804425","0.19271563584436385","0.04397171822756842","0.2984914092033403","0.13017434632791988","0.05275026682749393"
"2481252034","0.11630742542955877","0.07083049928835143","0.0578886310046404","0.12398912110748735","0.16646824861657097","0.025300646105916737","0.3082961617105206","0.09469761808549593","0.03622164865145779"
"2481252590","0.1321124337830928","0.09715822265448859","0.09785151744230447","0.08368348157711829","0.09999631101499676","0.036571369190077474","0.22798268592458792","0.15118160486546675","0.07346237354786696"
"2481413600","0.16156308471194641","0.09531083581698412","0.07513748784392166","0.08938901100551574","0.10224115337700619","0.025389814334746838","0.2375450202570669","0.1429218939399166","0.07050169871289554"
"2481425067","0.11576664089242969","0.07028717940639191","0.06311703242081317","0.10844611905069443","0.16762898740201335","0.025247661758199445","0.3088569097675404","0.10194651938296538","0.03870294991895223"
"2481439897","0.08084446322580024","0.06904567071476013","0.11026542542842015","0.24254079696121636","0.09978089188913403","0.015383098790020623","0.13438174428840932","0.2002515670219751","0.04750634168026409"
"2481447245","0.07652211023774658","0.11925578535479918","0.061140988445332195","0.10629712376426924","0.14817159609870617","0.027514071941788048","0.22090309516359438","0.1780001223420302","0.062195106651733986"
"2481447285","0.12093936546050654","0.07407280877085651","0.06954422644188796","0.09014553287726182","0.1279631612350223","0.04645316554008117","0.2231151347911193","0.1666060258039147","0.08116057907934962"
"2481447302","0.10193319115419232","0.08853547719416498","0.07423027348889231","0.044185035129819125","0.13683438744885765","0.04427300670672209","0.25080691080285716","0.15490338512097554","0.10429833295351884"
"2481447330","0.10124950438259987","0.06072781944585505","0.10516895500337918","0.23446964067328768","0.09047531313772131","0.017803547756139845","0.163957439068478","0.1624231528021308","0.06372462773040824"
"2481447368","0.0553666598607398","0.080874770654876","0.020297670458601185","0.04235561927539455","0.19982883745722504","0.037301271060208814","0.3908366054255434","0.14464690469483413","0.028491661112577154"
"2481447384","0.10149709647596507","0.08431226771787947","0.0857913085462564","0.09254680930865941","0.13564021628458175","0.028938319729242115","0.24563526333694627","0.1392847866479331","0.08635393195253648"
"2481450533","0.05845427203171442","0.09119713647357024","0.03749432307477678","0.06580908667402632","0.1928885593723205","0.021601802613821417","0.287734141473266","0.1623974077140996","0.08242327057240476"
"2481450548","0.09836172804335298","0.08459368825582468","0.09570899575493902","0.08019858767304214","0.13040453963996534","0.02174405957617231","0.2908469429257581","0.13926482491885248","0.058876633212092966"
"2481450549","0.09437418512557175","0.06800246847092876","0.18169859154285198","0.054602624861881784","0.1596088038431795","0.02111849911491859","0.16798095913115102","0.1867622018534229","0.06585166605609367"
"2481455409","0.07210912922918317","0.0460032873631353","0.09663728760304804","0.13136867402467348","0.21241923681228422","0.019182566544557036","0.19660889746314644","0.13861603307205883","0.08705488788791349"
"2481455418","0.09630403355349851","0.07965873903309073","0.06520069057156079","0.0720387828706956","0.16862685671263106","0.0320556900188721","0.28885737545930323","0.14090443832331548","0.05635339345703249"
"2481455423","0.20450158438432725","0.13957313728585127","0.06262364945289985","0.06890617241426264","0.093593943127354","0.02240757222640924","0.23614811392499005","0.10535626511824271","0.06688956206566303"
"2481455428","0.08007829078377895","0.04921586964087527","0.04598601933498307","0.046703082831486865","0.17902636964629665","0.022130176169146993","0.3477590796231052","0.1765560693264137","0.05254504264391328"
"2481455432","0.1216247840710988","0.08329612510859766","0.0632670429549987","0.07781840244868664","0.12067597960905295","0.029783603942184433","0.27966077479802","0.1627535615856357","0.06111972548172518"
"2481455436","0.122237867609482","0.07529685233052298","0.07217029479933526","0.09743989947704404","0.10443277255644928","0.038531920388916854","0.227450519844872","0.16141799119558478","0.10102188179779278"
